article	answer
"Question: Where do Maggie and Grace spend their hall pass? Context: Rick (Owen Wilson) and Fred (Jason Sudeikis) are best friends as are their wives, Maggie (Jenna Fischer) and Grace (Christina Applegate). They are both unhappy with their married lives and missing the old days when they were single. Realizing this, their wives talk to their friend Dr. Lucy (Joy Behar) and decide to give them a ""Hall Pass"": A week off from marriage during which they can have sex with other women. They are skeptical at first, but ultimately accept the offers and try to pick up women with their friends Gary (Stephen Merchant), Flats (J. B. Smoove) and Hog Head (Larry Joe Campbell). Maggie and Grace spend Rick's and Fred's ""Hall Pass Week"" at Maggie's parents' house in Cape Cod, where Grace flirts with athlete Gerry (Tyler Hoechlin). She says that if their husbands have Hall Passes, so should they. With their wives and children away, Fred and Rick check in at a motel and prepare for their Hall Pass Week. On day one, they decide to eat before going to a local bar and get too tired to spend the night there, preferring to stay at the hotel. On day two, they eat hash brownies and decide to play golf, but get too high and wreak havoc on the golf course. On day three, Rick and Fred go to a bar with their friends but fail to impress the women there. They decide to get drunk in order to become more loose, but go too far and wind up getting into a fight with other customers. They spend day four at the hotel suffering from a hangover. On day five, Rick goes to a local coffee shop where Rick flirts with an attractive waitress named Leigh (Nicky Whelan), much to the annoyance of her co-worker Brent who insults Rick. When Rick answers him back, Leigh is impressed and tells Rick that they might see each other at the local gym. They later meet there, and Leigh invites Rick for a beer after they work out. Rick decides to sit in the hot tub instead, but falls asleep and stays there for several hours ending up with his muscles too weak to use and forced to accept the help of two naked men to leave much to his dismay. Meanwhile, Grace and Gerry get closer, while Maggie finds herself attracted to Gerry's coach. On day six, Rick and Fred go to a bar called Enter the Dragon with their friend Coakley (Richard Jenkins), where Rick meets his children's babysitter Paige (Alexandra Daddario), who has just turned 21 and is with her aunt Meg. Paige is attracted to Rick, but he shoots her down to dance with Leigh. Brent, the party's DJ, is angry at this. After the party is over, Rick goes to party at Coakley's while Fred takes a girl to his motel room. However, she feels sick and, after a minor incident in the bathroom, is sent back home by Fred before they can have sex. Later that evening Paige's aunt shows up at the room and mistakes Fred for Rick, eventually seducing him. Fred fakes oral sex on Meg until they are interrupted by Rick. Meanwhile, Gerry's coach tries to seduce Maggie, but she rebuffs him. Grace, on the other hand, has sex with Gerry, but tells him it will be just that one time. On her way back home, she feels guilty about cheating on Fred and has a car accident. At Coakley's house, Rick is approached by Brent who is angry at Rick for going out with Leigh. Leigh calms Brent, then finds Rick alone in a bedroom and offers him a one-time fling. He initially wants to do it, but ultimately rebuffs her, unable to cheat on Maggie. After answering Fred's phone, Rick learns of Grace's accident and makes his way to the hotel to tell him. In the lobby he finds Paige, who thinks he was having sex with her aunt Meg. They enter the room and find Fred having fake sex with her. After finding out the truth, Meg kicks Fred in the face. Upon hearing about Grace's accident, Fred tries to go to the hospital but finds Brent vandalizing what Brent thought was Rick's car. Upon seeing Paige's aunt Meg, his mother, at the hotel, Brent thinks Fred has had sex with her and tries to kill him as well, but runs out of bullets and is tackled by Paige and his mother. Rick and Fred enter Fred's car and make their way to the hospital with Brent and the police chasing them. At the hospital, Brent is arrested for attacking them and Fred finds out Grace only broke her nose. Rick goes back home and finds Maggie. He tells her he did not use the Hall Pass and remembers the time he lost his virginity to her. She is the only woman he has ever been with. Moved by his declaration, Maggie tells him she did not use her Hall Pass either and they reconcile and have sex for the first time in months. Fred and Grace also reconcile and decide to hide their cheating from one another. However, Fred ultimately confesses that he used his Hall Pass with Paige's aunt when Grace asks him to take her to see Kathy Griffin. During the credits, Fred hosts a barbecue where he pays Kathy Griffin to be present. Noticing how happy Maggie and Grace are following the Hall Pass week, Gary's wife suggests that she give him a Hall Pass. After a fantasy where he sleeps with a married woman, resulting in the death of her, her husband, her grandmother and several innocent bystanders (and ending with him getting anally raped in prison), Gary agrees to ""give it a whirl"". </s>"	Maggies' parents' house in Cape Cod[<@>]In Cape Cod </s>
Question: What is particularly interesting about Oswald's dad and Henry's grandfather? Context: The novel follows the life and career of Henry Coningsby, the orphan grandson of a wealthy marquess, Lord Monmouth. Lord Monmouth initially disapproved of Coningsby's parents' marriage, but on their death he relents and sends the boy to be educated at Eton College. At Eton Coningsby meets and befriends Oswald Millbank, the son of a rich cotton manufacturer who is a bitter enemy of Lord Monmouth. The two older men represent old and new wealth in society. As Coningsby grows up he begins to develop his own liberal political views, and falls in love with Oswald's sister Edith. When Lord Monmouth discovers these developments he is furious and secretly disinherits his grandson. On his death, Coningsby is left penniless, and is forced to work for his living. He decides to study law and become a barrister. This proof of his character impresses Edith's father (who had previously also been hostile) and he consents to their marriage at last. By the end of the novel Coningsby is elected to Parliament for his new father-in-law's constituency and his fortune is restored. The character of Coningsby is based on George Smythe. The themes, and some of the characters, reappear in Disraeli's later novels Sybil, and Tancred. </s>	They are bitter rivals.[<@>]They are bitter enemies. </s>
"Question: What is the punishment for not sleeping in the house of beds? Context: Mr. Vane, the protagonist of Lilith, owns a library that seems to be haunted by the former librarian, who looks much like a raven from the brief glimpses he catches of the wraith. After finally encountering the supposed ghost, the mysterious Mr. Raven, Vane learns that Raven had known his father; indeed, Vane's father had visited the strange parallel universe from which Raven comes and goes and now resides therein. Vane follows Raven into the world through a mirror (this symbolistic realm is described as ""the region of the seven dimensions"", a term taken from Jacob Boehme). Inside the world, Vane learns of a house of beds where the dreamers sleep until the end of the world in death: a good death, in which life is found. Vane's grandfather refused to sleep there and is, instead, forced to do battle with skeletons in a haunted wood. After a treacherous journey through a valley (where the moon is the only thing to keep him safe), Mr. Vane meets the Little Ones, children who never grow up, remaining pure children or becoming selfish and getting bigger and dumber, turning into ""bags"" or bad giants. After conversing with Lona, the eldest of the children, Mr. Vane decides to help them, and sets off to gather more information, although the Raven (who is also Adam) has warned Mr. Vane that he needs to sleep along with the dreamers before he can really help them. While on his journey, he meets Lilith, Adam's first wife and the princess of Bulika. Vane, although nearly blinded by Lilith's beauty and charms, eventually leads the Little Ones in a battle against Bulika. Lona, Vane's love, turns out to be Lilith's daughter, and is killed by her own mother. Lilith, however, is captured and brought to Adam and Eve at the house of death, where they struggle to make her open her hand, fused shut, in which she holds the water the Little Ones need to grow. Only when she gives it up can Lilith join the sleepers in blissful dreams, free of sin. After a long struggle, Lilith bids Adam cut her hand from her body; it is done, Lilith sleeps, and Vane is sent to bury the hand; water flows from the hole and washes the land over. Vane is then allowed to join the Little Ones, already asleep, in their dreaming. He takes his bed, next to Lona's, and finds true life in death. </s>"	Battling skeletons in a forest.[<@>]Fighting skeletons in a haunted wood. </s>
"Question: Who provides shelter to Ray and Rachel when they are escaping? Context: A narrator explains how humans were unaware that a race of intelligent extraterrestrials were making plans to occupy Earth. Ray Ferrier is a divorced crane operator longshoreman who works at a dock in Brooklyn and lives in Bayonne, NJ. Ray is estranged from his children. His former wife, Mary Ann, later drops off the children, ten-year-old daughter Rachel and teenage son Robbie, at Ray's house in Bayonne on her way to visit her parents in Boston. Unexplained changes in the weather occur, including lightning that strikes multiple times in the middle of an intersection and disrupts all electricity. Ray joins the crowd at the scene of the lightning strikes, and witnesses a massive ""Tripod"" war machine emerge from the ground and use alien weaponry to incinerate most of the witnesses. Ray collects his children, steals a car and drives to Mary Ann's home in suburban New Jersey to take refuge. The next morning, he discovers that a Boeing 747 has crashed in the street. A news team scavenging for food explain that there are multiple Tripods that have attacked major cities including New York City, Washington, D.C., and London, and have force shields to protect them from human weapons. They also explain that the lightning was how the aliens were able to enter the Tripods. Ray decides to take the kids to Boston to be with their mother. The three are forced to abandon the stolen car after a mob takes it by force. They later survive a Tripod attack which causes a Hudson River ferry to sink. During a desperate battle between U.S. Marines and the aliens, Ray is forced to choose between being separated from Rachel and preventing Robbie from joining the fight; he lets Robbie go with the Marines, who are overwhelmed. While escaping, Ray and Rachel are offered shelter by Harlan Ogilvy, who presumes that the aliens had buried their technology on Earth millions of years ago and has delusions that they can fight against the aliens themselves by observing their operations, as they are right next to their camp. The three remain undetected for two days, even as a probe and a group of the aliens themselves explore the basement. The next morning, Ogilvy suffers a mental breakdown while witnessing a Tripod harvesting human blood and tissue to fertilize an alien vegetation. Concerned that the aliens may hear Ogilvy's madness, Ray is forced to murder him. The basement hideout is exposed when a second probe catches them sleeping. Rachel is soon abducted by a nearby Tripod and Ray allows himself to be abducted, being placed in the same cage with Rachel and other prisoners. As the aliens select him for harvesting, Ray takes a belt of grenades into the machine, having pulled out the pins. The Tripod is destroyed and releases the cage, with Ray and Rachel making it out alive. Ray and Rachel arrive in a devastated Boston, where the Tripods are collapsing. Ray notices birds landing on a nearby Tripod, indicating that its shields are down. Ray alerts the soldiers escorting his refugee group and they shoot it down. As soldiers advance on the downed Tripod, a hatch opens releasing a liquid and then a sickly alien struggles halfway out, and then succumbs to its disease immediately. Ray and Rachel reach Mary Ann's parents' house, where they are reunited with Mary Ann and, to their surprise, Robbie. The closing narration reveals that the aliens were immune to man's machines but were not immune to the microbes present on Earth and that, ""From the moment the invaders arrived, breathed our air, ate and drank, they were doomed."" </s>"	Harlan Ogilvy </s>
Question: How is Jim killed? Context: Following the events of The New Blood, two graduating high school students are aboard on a houseboat. Jim tells his girlfriend Suzy the legend of Jason Voorhees, before playing a prank on her with a hockey mask and a fake knife. The boat sails over some underwater cables, which electrocute Jason's corpse and cause his resurrection. He sneaks on board and kills Jim with a harpoon gun before impaling Suzy, who tries to hide from him, with a barb. The next morning, the SS Lazarus is ready to set sail for New York City with a graduating senior class from Lakeview High School and chaperoned by biology teacher Charles McCulloch and English teacher Colleen Van Deusen. Van Deusen brings McCulloch's niece Rennie along for the trip despite her aquaphobia much to his chagrin. Jason sneaks on board and kills rock star wannabe J.J. with her guitar before hiding in the bowels of the ship. That night, after a boxing match, a young boxer who lost to champion Julius Gaw is killed when Jason slams a hot sauna rock into his abdomen while Rennie, searching for her pet Border Collie Toby, discovers prom queen Tamara and Eva doing drugs. McCulloch nearly catches them moments later and Tamara pushes Rennie overboard, suspecting she told on them. She then uses video student Wayne to record McCulloch in a compromising situation with her, but rejects Wayne's advances afterward. Tamara is killed by Jason with a shard of broken mirror when she goes to take a shower. Rennie begins seeing visions of a young Jason throughout the ship, but the others ignore the deckhand's warnings that Jason is aboard. Jason kills Captain Robertson and his first mate. Rennie's boyfriend, Sean, discovers them and tells the others before calling for an emergency stop. Eva is strangled as she tries to flee from Jason. The students agree to search for Jason while McCulloch decides that the deckhand is responsible; however, the deckhand is discovered with an axe in his back. One of the students, Miles, is killed by Jason and Julius is knocked overboard. Elsewhere in the hold of the ship, Wayne comes upon J.J.'s body and is thrown into an electrical box by Jason; his corpse catches fire and begins a chain of events that causes the ship to sink. With the other students dead, McCulloch, Van Deusen, Rennie and Sean escape aboard a life raft, and discover Toby and Julius are alive as well. They row to New York where Jason stalks them through the streets. Rennie is kidnapped by a pair of junkies and the group splits up to find help. Julius tries to fight Jason with his boxing skills, but becomes exhausted after Jason does not go down; he is then decapitated by a single punch from Jason. Rennie escapes from Jason when he kills the punks that kidnapped her. She runs into Sean and they reunite with the teachers and the police before Jason kills the officer who is helping them. Rennie crashes a police car after a vision of Jason distracts her. Van Deusen is incinerated in the car when it explodes, and it is revealed that McCulloch is responsible for Rennie's fear of water, having pushed her into the lake as a child. They leave him behind and Jason kills him by drowning him in a barrel of waste. Jason chases Rennie and Sean into the subway where Sean incapacitates him by knocking him onto the electrical third rail. He is revived again and chases them through Times Square where they try to escape through a diner. They flee into the sewers and encounter a sewer worker. He warns them that the sewers will be flooded with toxic waste at midnight before Jason appears and kills him. Sean is injured and Rennie draws Jason off, wounding him with a splash of acidic waste that forces him to take off his mask, horrifying Rennie. She and Sean climb the ladder as Jason staggers to get them, but just as he is about to kill them, the sewers flood and engulf him. Rennie sees a child-form of Jason as the waste recedes. The two of them then escape to the street, where they are reunited with Toby who had run away earlier, and walk off into the city. </s>	With a harpoon gun.[<@>]A harpoon gun </s>
"Question: Who gives birth to Jude's first child? Context: The novel tells the story of Jude Fawley, who lives in a village in southern England (part of Hardy's fictional county of Wessex), who yearns to be a scholar at ""Christminster"", a city modelled on Oxford. As a youth, Jude teaches himself Classical Greek and Latin in his spare time, while working first in his great-aunt's bakery, with the hope of entering university. But before he can try to do this the na誰ve Jude is seduced by Arabella Donn, a rather coarse and superficial local girl who traps him into marriage by pretending to be pregnant. The marriage is a failure, and they separate by mutual agreement, and Arabella later emigrates to Australia, where she enters into a bigamous marriage. By this time, Jude has abandoned his classical studies. After Arabella leaves him, Jude moves to Christminster and supports himself as a mason while studying alone, hoping to be able to enter the university later. There, he meets and falls in love with his free-spirited cousin, Sue Bridehead. But, shortly after this, Jude introduces Sue to his former schoolteacher, Mr. Phillotson, whom she eventually marries. However, she soon regrets this, because in addition to being in love with Jude, she is physically disgusted by her husband, and, apparently, by sex in general. Sue soon leaves Phillotson for Jude. Because of the scandal Phillotson has to give up his career as a schoolmaster. Sue and Jude spend some time living together without any sexual relationship, because of Sue's dislike both of sex and the institution of marriage. Soon after, Arabella reappears and this complicates matters. But Arabella and Jude divorce and she legally marries her bigamous husband, and Sue also is divorced. However, following this, Arabella reveals that she had a child of Jude's, eight months after they separated, and subsequently sends this child to his father. He is named Jude and nicknamed ""Little Father Time"" because of his intense seriousness and moroseness. Jude eventually convinces Sue to sleep with him and, over the years, they have two children together and expect the third. But Jude and Sue are socially ostracised for living together unmarried, especially after the children are born. Jude's employers dismiss him because of the illicit relationship, and the family is forced into a nomadic lifestyle, moving from town to town across Wessex seeking employment and housing before eventually returning to Christminster. Their socially troubled boy, ""Little Father Time"", comes to believe that he and his half-siblings are the source of the family's woes. The morning after their arrival in Christminster, he murders Sue's two children and commits suicide by hanging. He leaves behind a note that simply reads, ""Done because we are too menny."" Shortly thereafter, Sue has a miscarriage. Beside herself with grief and blaming herself for ""Little Father Time""'s actions, Sue turns to the church that she has rebelled against and comes to believe that the children's deaths were divine retribution for her relationship with Jude. Although horrified at the thought of resuming her marriage with Phillotson, she becomes convinced that, for religious reasons, she should never have left him. Arabella discovers Sue's feelings and informs Phillotson, who soon proposes they remarry. This results in Sue leaving Jude once again for Phillotson. Jude is devastated and remarries Arabella after she plies him with alcohol to once again trick him into marriage. After one final, desperate visit to Sue in freezing weather, Jude becomes seriously ill and dies within the year. It is revealed that Sue has grown ""staid and worn"" with Phillotson. Arabella fails to mourn Jude's passing, instead setting the stage to ensnare her next suitor. The events of Jude the Obscure occur over a 19-year period, but no dates are specifically given in the novel. Aged 11 at the beginning of the novel, by the time of his death, Jude seems much older than his thirty years, for he has experienced so much disappointment and grief in his total life experience. It would seem that his burdens exceeded his sheer ability to survive, much less to triumph. </s>"	Arabella </s>
"Question: What type of business do Rose and Norah start? Context: Rose Lorkowski (Amy Adams) is a thirty-something single mother, working full-time as a maid. Her underachieving sister Norah (Emily Blunt) lives with their father Joe (Alan Arkin), and is fired from her job as a waitress. After the school expels Rose's son Oscar for his erratic behavior, she is told she must put him on medication or send him to a private school. Unable to make enough money with her current job, Rose asks Mac (Steve Zahn), her ex-boyfriend during their high school years and her married lover, for advice. Mac recommends a crime scene cleanup job, and with his connections as a police officer, he gets Rose and Norah into the business. At first, the sisters perform their job poorly, carelessly handling the hazardous materials by throwing them into dumpsters instead of properly disposing of them in an incinerator. Needing to operate as a more reputable service, the sisters get the necessary tools from Winston (Clifton Collins, Jr.), a one-armed storekeeper of a shop for cleanup material. The sisters name their cleanup business ""Sunshine Cleaning"" and start making progress as their reputation grows. They begin to find meaning in their function to ""help"" in some way in the aftermath of a loss or disaster, even though the job stirs up memories of their own mother's suicide. At the same time, the members of the family deal with their individual problems. Rose encounters some of her former high school classmates and is embarrassed by the state of her position in life. After an encounter with Mac's pregnant wife in a gas station, Rose realizes that Mac will never leave his marriage, and ends their relationship. Norah meets and has a relationship with Lynn, the daughter of a woman whose house they cleaned. Joe begins to sell shrimp, hoping to raise enough money to buy a pair of expensive binoculars that Oscar wants for his birthday. One day, an insurance company calls for the services of Sunshine Cleaning, granting the sisters the potential to obtain a breakthrough reputation. Unfortunately for Rose, a baby shower is on the same day, with all her high school classmates attending. She asks Norah to clean the house alone until she can catch up. Norah's attempt to clean the house is disastrous as she accidentally burns down the house with an unattended candle. The burning of the house tarnishes the business reputation and they are forced to pay a debt of $40,000, which the sisters simply cannot afford. Sunshine Cleaning goes out of business, and Rose is forced to return to her previous job as a maid. Meanwhile, Joe's shrimp plan goes awry as all the stores and restaurants he approaches refuse to buy. Joe had not realized when he purchased the shrimp that no legitimate business would be willing to accept the health risks involved in buying food from a non-reputable source. Lynn becomes frustrated as she questions whether Norah was truly interested in her at all. At Oscar's birthday party, Norah apologizes to Rose, and despite still being mad at her, Rose forgives her. The family and Winston then celebrate Oscar's birthday. Sometime later, Rose visits her father who says he's sold his house and explains that with the money, he has started, with Winston's help, a new cleanup business named Lorkowski Cleaning. He asks Rose to go into partnership with him and she agrees. Norah goes on a road trip to find her new self, while Rose starts working with her father at Lorkowski Cleaning. The movie ends on a positive note, with the implication that Norah has reached a positive turning point in her life and is at peace with herself and that Rose will successfully run her business while also looking after her eccentric father. </s>"	A crime scene cleanup business.[<@>]A cleaning business </s>
"Question: When did Maria pass out in court? Context: Sherman McCoy (Tom Hanks) is a Wall Street investor who makes millions while enjoying the good life and the sexual favors of Maria Ruskin (Melanie Griffith), a Southern belle gold digger. Sherman and Maria are driving back to Maria's apartment from JFK Airport when they take a wrong turn on the expressway and the two find themselves in the ""war-zone"" of the South Bronx. They are approached by two suspicious black youths after Sherman gets out of the car to move a tire placed purposely in the middle of the road. Sherman jumps back into the car and Maria guns the engine in reverse, running over one of the teenagers and putting him in a coma. The two drive away and decide not to report the accident to the police. Meanwhile, indigent alcoholic journalist Peter Fallow (Bruce Willis), anxious for a story to make good with his editor, comes upon the hit-and-run case as a rallying point for the black community calling upon Jewish district attorney Abe Weiss (F. Murray Abraham), who is the Bronx District Attorney seeking re-election. According to Judge Leonard White (Morgan Freeman), almost all of DA Weiss' prosecutions end up with black and Puerto Rican defendants going to prison and Weiss is seeking a white defendant for purposes of convincing the minority-majority community that he is worth re-electing. Weiss recognizes the press coverage inherent in prosecuting the callow Sherman, who has been discovered as the hit-and-run driver, in order to cultivate the image as an avenger for the minorities and be propelled to the mayorship of New York City. As Sherman is brought to his knees, New York City fragments into different factions who use the case to suit their own cynical purposes. Finally, Sherman is left without any allies to support him except for the sympathetic Judge Leonard White and the remorseful Fallow. Fallow gains a tremendous advantage and insight into the case when he is dating a woman who is the sub-letting landlady of Maria's apartment, and knows of secret recordings of conversations in the apartment made by the authorities to prove that the woman is not in fact living in the rent-controlled apartment herself. She discovers information about the McCoy case (where Maria states she was driving the car), which she gives to Fallow, who in turn covertly supplies it to Sherman McCoy's defense lawyer. Sherman gets his hands on a tape and plays the recording in court, where it reveals Maria directly contradicting the evidence she has just given, showing she has been perjuring herself and causing her to faint. Sherman plays the tape in a tape recorder inside his briefcase connected to a small loudspeaker that he holds on the desk. When the judge orders that he approach the bench with this evidence, he asserts that the tape is all his (making it admissible evidence and it is technically truthful since it refers only to the dummy tape he was holding and ignores the real tape that is hidden which is not his), resulting in his acquittal. The people in the court go into an uproar, to which Judge White launches into a tirade that they have no right to act self-righteous and smarmy, or that they are above Sherman, considering Reverend Bacon (John Hancock) claims to help disadvantaged New Yorkers but actually engages in race baiting, or that the District Attorney Weiss pushed this case not in the interest of justice but in the interest of appealing to minority voters to further his political career by appealing to their desire to ""get even"". After the Judge made his point, he begs the people to be decent and change their ways, letting Sherman go. The film ends as it begins, where there is a large audience applauding Peter Fallow's premiere of his book. Fallow says that Sherman McCoy has moved away from New York City to an unknown destination, presumably to live in obscurity. </s>"	after the the tape of her admitting she was the driver was played[<@>]After the tape was played </s>
"Question: What profession is Emily's father? Context: A wealthy young English gentleman, Louis Trevelyan, visits the fictional Mandarin Islands, a distant British possession, and becomes smitten with Emily Rowley, the eldest daughter of the governor, Sir Marmaduke Rowley. The Rowleys accompany Trevelyan to London, where he marries Emily. When the rest of the family goes home, Emily's sister Nora remains behind, under Trevelyan's protection. The marriage is initially a happy one and the couple have a baby boy. Then a seemingly minor matter undermines their marriage. Colonel Osborne, an old friend of Sir Marmaduke's, visits Emily much too frequently for her husband's taste. Though nothing improper occurs, Trevelyan orders his wife to avoid the man in future. Emily resents his lack of trust and makes no attempt to hide it. Their relationship deteriorates to the point that they separate. Meanwhile, Nora attracts two admirers, the wealthy Charles Glascock, the eldest son and heir of Lord Peterborough, and Hugh Stanbury, a close friend of Trevelyan's from their days at Oxford University. Stanbury ekes out a precarious living writing newspaper articles. Glascock proposes to Nora, but despite the fact that Stanbury has given no indication of his feelings for her, she rejects the future nobleman, not without a great deal of struggle and much to the dismay of her friends. Another subplot involves Jemima Stanbury, the capricious, formidable spinster aunt of Hugh. In her youth, she had been engaged to the eldest son of a leading banker. They had had a falling out and parted company, but upon his demise, he had left everything to her, making her very wealthy. Aware of the poverty of Hugh's branch of the family, she had generously paid for his education and helped him get a start in life. However, when he chose to work for what she considered to be a radical publication, the staunch Tory withdrew her support. She then offers to accept one of Hugh's sisters as a companion. After some debate, timid, unassertive Dorothy Stanbury is sent. Trevelyan arranges to have Emily and Nora live with Hugh's mother and her other daughter, Priscilla. However, Emily obstinately receives a visit from Colonel Osborne, against all advice to the contrary. Trevelyan finds out and becomes further maddened. In the meantime, Aunt Stanbury tries to promote a marriage between her niece Dorothy and a favoured clergyman, Mr Gibson. This causes much resentment with Arabella and Camilla French, two sisters who had considered him a future husband for one of them (though which was still a matter of much debate). However, this plan is derailed. Aunt Stanbury had always intended to bequeath her wealth back to the Burgess family, rather than to her Stanbury relations. She had chosen as her heir Brooke Burgess, the nephew of her former fiancĂŠ. When he visits her for the first time as an adult, everyone is charmed by his warm, lively personality, especially Dorothy. When Gibson finally proposes to her, she cannot avoid unfavourably comparing him to Brooke and declines. Her aunt is at first much put out by Dorothy's obstinacy. Eventually however, she places the blame on the clergyman, which results in a serious breach between them. The feud with his former patron leaves Gibson so distracted that he finds himself engaged to a domineering Camilla French. After a while, he comes to regret his choice. Finally, finding Camilla's overpowering personality unbearable, he extricates himself by agreeing to marry the milder Arabella instead. Camilla is driven to extravagant threats and is finally sent to stay with her stern uncle in the period leading up to the wedding. Then Aunt Stanbury becomes very ill, resulting in Dorothy and Brooke spending a good deal of time in each other's company. Brooke takes the opportunity to propose to an unsuspecting Dorothy. She however is reluctant to accept, fearing that her aunt will disinherit Brooke. Instead, the old woman blames her niece. They quarrel and Dorothy returns to her mother. Aunt Stanbury misses Dorothy greatly and makes it known that she would welcome her back, though she still vehemently opposes her marriage to Brooke. Dorothy does come back, and even tries to break off her engagement, but Brooke will not stand for it. In the end, Aunt Stanbury's love for her niece is stronger than her desires and she gives her blessing to their wedding. Meanwhile, Trevelyan departs England to escape the shame he feels. During his aimless wanderings, he meets Mr Glascock, who is on his way to Italy to visit his father. They encounter two attractive young American ladies, Caroline and Olivia Spalding. Glascock's father is in such poor health that the son is obliged to remain in the country to await his probable demise. While waiting, he courts and wins Caroline's hand in marriage, despite her misgivings about her reception in English society. Trevelyan receives word that Colonel Osborne has dared to visit Emily once again. While Osborne had not been permitted to see Emily, Trevelyan does not believe it and has the boy taken away from his mother by deception; he takes his son back to Italy, where he descends further into madness. Eventually, he is tracked down by his wife and friends. Emily persuades him first to give her their son, then to return with her to England; he dies, however, shortly after their return. In his dying moments, Emily begs Louis to kiss her hand to signify that he does not believe she did anything wrong. Whether or not he does is unclear, but Emily believes ""the verdict of the dying man had been given in her favour."" </s>"	The governor of the Mandarin Islands[<@>]A Governer </s>
"Question: Why did Frank seek out the puzzle box? Context: In Morocco, Frank Cotton buys a puzzle box from a dealer. In a bare attic, when Frank solves the puzzle, hooked chains emerge and tear him apart. Later, the room is filled with swinging chains and covered with the remnants of his body. A black-robed figure picks up the box and returns it to its original state, restoring the room to normal. Some time afterward, Frank's brother Larry moves into the house to rebuild his strained relationship with his second wife, Julia, who had an affair with Frank shortly after their marriage. Larry's teenage daughter, Kirsty, has chosen not to live with them and moves into her own place. Larry cuts his hand carrying a bed up the stairs, and lets his blood drip on the attic floor. The blood resurrects Frank as a skinless corpse, who is soon found by Julia. Still obsessed with Frank, she agrees to harvest blood for him so that he can be fully restored, and they can run away together. Julia begins picking up men in bars and bringing them back to the house, where she murders them. Frank consumes their blood, regenerating his body. Frank explains to Julia that he had exhausted all sensory experiences and sought out the puzzle box, with the promise that it would open a portal to a realm of new carnal pleasures. When solved, the ""Cenobites"" came to subject him to the extremes of sadomasochism. Kirsty spies Julia bringing men to the house; believing her to be having an affair, she follows her to the attic, where she interrupts Frank's latest feeding. Frank attacks her, but Kirsty throws the puzzle box out the window, creating a distraction and allowing her to escape. Kirsty retrieves the box and flees, but collapses shortly thereafter. Awakening in a hospital, Kirsty solves the box, summoning the Cenobites and a two-headed monster, which Kirsty narrowly escapes from. The Cenobites' leader, Pinhead, explains that although the Cenobites have been perceived as both angels and demons, they are simply ""explorers"" from another dimension seeking carnal experiences, and they can no longer differentiate between pain and pleasure. Although they attempt to force Kirsty to return to their realm with them, she informs Pinhead that Frank has escaped. The Cenobites agree to take Frank back and in exchange say they will consider giving Kirsty her freedom. Kirsty returns home, where Frank has killed Larry and taken his identity by stealing his skin. Julia shows her what is purported to be Frank's flayed corpse in the attic, locking the door behind her. The Cenobites appear and demand the man who ""did this"". Kirsty tries to escape, but is held by Julia and Frank. Frank reveals his true identity to Kirsty, and, when his sexual advances are rejected, he decides to kill her to complete his rejuvenation. He accidentally stabs Julia instead and drinks her blood without remorse. Frank chases Kirsty to the attic, and when he is about to kill her, the Cenobites appear. Now sure he is the one they are looking for, they ensnare him with chains and tear him to pieces. They then attempt to abduct Kirsty. Ripping the puzzle box from Julia's dead hands, Kirsty defeats the Cenobites by reversing the motions needed to open the puzzle box, sending them back to Hell. Kirsty's boyfriend shows up and helps her escape the collapsing house. Afterwards, Kirsty throws the puzzle box onto a burning pyre. A creepy vagrant who has been stalking Kirsty walks into the fire, and retrieves the box before transforming into a winged creature and flying away. The box ends up in the hands of the merchant who sold it to Frank, offering it to another prospective customer. </s>"	Find a realm of new carnal pleasures[<@>]He hoped the puzzle box would provide him a portal to carnal pleasures. </s>
