article	answer
"Question: How do Kate's colleagues at work surpise her? Context: Kate Hannah (Mary Elizabeth Winstead), an elementary school teacher, arrives at work hungover and vomits in front of her class. Asked by a student if she is pregnant, she pretends she is, then continues the lie to the school principal, Mrs. Barnes (Megan Mullally). Her co-worker Dave (Nick Offerman) reveals that he knows she has been drinking and she makes him swear not to tell anyone. Attending a party with her husband Charlie (Aaron Paul) and his brother Owen (Kyle Gallner), Kate drinks heavily. While leaving, she meets a woman who asks Kate for a ride. Kate is offered crack and the two get high together. The next morning, Kate wakes alone on the street. She finds her car and drives home, where Charlie acknowledges they both are alcoholics. They get intoxicated and have sex before Charlie passes out. Kate heads out alone to buy wine but is turned down by the cashier. She urinates on the floor because the bathroom door is locked, then steals a bottle of wine. Waking up, Kate realizes she has passed out again. At work, Dave, a recovering alcoholic, invites her to an Alcoholics Anonymous (AA) meeting. There, she befriends Jenny (Octavia Spencer), who has chosen a passion for food and cooking over alcohol. Kate decides to become sober and change her life. Dave drives Kate home, but bluntly makes an offensive comment which upsets her. When Kate and Charlie visit her estranged alcoholic mother, Rochelle (Mary Kay Place), Kate mentions the AA meetings but Rochelle is skeptical; Kate's father left them after getting sober and now lives in another state with his ""shiny new family"". Kate is surprised the next day when she is thrown a baby shower by her colleagues. She reconciles with Dave, putting his comments behind them. At home, Kate is angry when it becomes clear Charlie told Owen and his friend about Kate smoking crack. That night, she rebuffs Charlie's sexual advances. At school, Kate is questioned by a curious student as to why she is not gaining weight. She subsequently feigns a miscarriage and her students accuse her of killing her baby, for which she reprimands them. Kate tells Charlie she feels she must confess to Mrs. Barnes the truth about her faked pregnancy. Charlie discourages her, warning that she will lose her job, and they begin to fight over financial issues. Kate lashes back that she would never depend on Charlie's parents' money and that she has struggled her whole life. Kate decides to tell Mrs. Barnes the truth and is fired. In a bar, she relapses. Jenny and Dave drive her home, where she starts an altercation with Charlie. After some time, Kate speaks at an AA meeting, celebrating one year of sobriety, while Charlie gets in trouble for riding a bicycle while drunk. Kate visits Charlie and they play croquet. Charlie asks if she would move back in with him if he begins going to AA meetings. Kate says he must get sober for himself, not for her. Charlie then asks Kate to play another round, to give him a chance to redeem himself. The film ends before Kate gives her answer. </s>"	The throw her a baby shower.[<@>]They throw her a baby shower. </s>
Question: Who does Gervaise Macquart run away with? Context: The novel is essentially the story of Gervaise Macquart, who was featured briefly in the first novel in the series, La Fortune des Rougon, running away to Paris with her shiftless lover Lantier to work as a washerwoman in a hot, busy laundry in one of the seedier areas of the city. L'Assommoir begins with Gervaise and her two young sons being abandoned by Lantier, who takes off for parts unknown; she later takes up with Coupeau, a teetotal roofing engineer, and they are married in one of the most famous set-pieces of Zola's fiction; the account of the wedding party's chaotic trip to the Louvre is perhaps the novelist's most famous passage. Through a combination of happy circumstances Gervaise is able to raise enough money to open her own laundry, and the couple's happiness appears to be complete with the birth of a daughter, Anna, nicknamed Nana (the protagonist of Zola's later novel of the same title). The second half of the novel deals with the downward trajectory of Gervaise's life from this happy high point. Coupeau is injured in a fall from the roof of a new hospital he is working on, and during his lengthy and painful convalescence he takes to drink. Only a few chapters pass before Coupeau is a vindictive alcoholic, with no intention of trying to find more work; Gervaise struggles to keep her home together, but her excessive pride leads her to a number of embarrassing failures and before long everything is going downhill. The home is further disrupted by the return of Lantier, warmly welcomed by Coupeau—by this point losing interest in both Gervaise and life itself, and becoming seriously ill—and the ensuing chaos and financial strain is too much for Gervaise, who loses her laundry-shop and is sucked into debt. She decides to join Coupeau in the drinking and soon slides into heavy alcoholism too, prompting Nana—already suffering from the chaotic life at home and getting into trouble on a daily basis—to run away from her parents' home and become a streetwalker. The novel continues in this unhappy vein until Gervaise dies. </s>	GERVIASE HER LOVER[<@>]Her lover Lantier </s>
Question: When is Norman supposed to do the ritual? Context: In the small town of Blithe Hollow, Massachusetts, Norman Babcock (Kodi Smit-McPhee) is an 11-year-old boy who speaks with the dead, including his late grandmother (Elaine Stritch) and various ghosts in town. Almost no one believes him and he is isolated emotionally from his family while being ridiculed by his peers. His best friend, Neil Downe (Tucker Albrizzi), is an overweight boy who is bullied himself and finds in Norman a kindred spirit. During rehearsal of a school play commemorating the town's execution of a witch three centuries ago, Norman has a vision of the town's past in which he is pursued through the woods by townsfolk on a witch hunt. Afterward, the boys are confronted by Norman's estranged and seemingly deranged uncle Mr. Prenderghast (John Goodman) who tells his nephew that he soon must take up his regular ritual to protect the town. Soon after this encounter, Prenderghast dies from a sudden stroke. During the official performance of the school play Norman has another vision, creating a public spectacle of himself which leads to his father Perry (Jeff Garlin) grounding him. His mother Sandra (Leslie Mann) tells him that his father's stern manner is because he is afraid for him. The next day, Norman sees Prenderghast's spirit who tells him that the ritual must be performed with a certain book before sundown that day; then making him swear to complete the task, Prenderghast's spirit is set free and crosses over. Norman is at first reluctant to go because he is scared but his grandmother tells him it is all right to be scared as long as he does not let it change who he is. Norman sets off to retrieve the book from Prenderghast's house (having to take it from his corpse). He then goes to the graves of the five men and two women who were cursed by the witch, but finds that the book is merely a series of fairy tales. Alvin (Christopher Mintz-Plasse), a school bully, arrives and prevents Norman from reading the story before sundown. Norman attempts to continue reading from the book, to no effect. A ghostly storm resembling the witch appears in the air, summoning the cursed dead to arise as zombies, who chase the boys along with Norman's 17-year-old sister, Courtney (Anna Kendrick) and Neil's older brother, Mitch (Casey Affleck) down the hill and into town. Having realized that the witch was not buried in the graveyard, Norman contacts classmate Salma (who tells them to access the Town Hall's archives for the location of the witch's unmarked grave) for help. As the kids make their way to the Town Hall, the zombies are attacked by the citizenry. During the riot, Norman and his companions break into the archives but cannot find the information they need. As the mob moves to attack Town Hall, the witch storm appears over the crowd. Norman climbs the Hall's tower to read the book, in a last-ditch effort to finish the ritual, but the witch strikes the book with lightning, hurling Norman from the tower and deep into the archives. Unconscious, Norman has a dream where he learns that the witch was Agatha Prenderghast (Jodelle Ferland), a little girl of his age who was also a medium. Norman realizes that Agatha was wrongfully convicted by the town council when they mistook her powers for witchcraft. After awakening, Norman encounters the zombies and recognizes them as the town council who convicted Agatha. The zombies admit that they only wanted to speak with him to ensure that he would take up the ritual, to minimize the damage of the mistake they made so long ago. Norman attempts to help the zombies slip away so they can guide him to Agatha's grave, but is cornered by the mob. Courtney and the kids confronts the crowd and convinces them to back off, arguing that their rage, fear, and misunderstanding make them no different than the cursed townsfolk from long ago. Judge Hopkins (Bernard Hill) guides Norman's family to the grave in a forest. Before the grave is reached, Agatha's magical powers separate Norman from the others. Norman finds the grave and interacts with Agatha who has become a vengeful spirit/poltergeist in the spirit dimension, determined to stop the cataclysmic tantrum she has been having over the years. She asks him to leave her be, but Norman holds his ground, telling her he understands how she feels as an outcast. Norman endures her assault and eventually convinces her that her vengeance is accomplishing nothing and persuades her to stop. Norman tells her that there must have been someone who was kind to her. Agatha recalls happy memories with her mother. At last, having finally encountered someone who understands her plight, she is able to find a measure of peace and cross over to the afterlife. The storm dissipates, and she and the zombies all fade away. The town cleans up and regards Norman as a hero. In the end, Norman watches a horror film with the ghost of his grandmother and his family, who have grown to accept Norman for who he is. </s>	He has to do the ritual before sundown.[<@>]Sundown that day </s>
Question: What artifact does the Nome King want to recover? Context: At the beginning of this story, it is made quite clear that Dorothy Gale (the primary protagonist of many of the previous Oz books), is in the habit of freely speaking of her many adventures in the Land of Oz to her only living relatives, her Aunt Em and Uncle Henry. Neither of them believes a word of her stories, but consider her a dreamer, as her dead mother had been. She is undeterred (unlike her alter ego in the film Return to Oz who is much perturbed by her guardians' doubts.) Later, it is revealed that the destruction of their farmhouse by the tornado back in The Wonderful Wizard of Oz has left Uncle Henry in terrible debt. In order to pay it, he has taken out a mortgage on his farm. If he cannot repay his creditors, they will seize the farm, thus leaving Henry and his family homeless. He is not too afraid for himself, but both he and his wife, Aunt Em, fear very much for their niece's future. Upon learning this, Dorothy quickly arranges with Princess Ozma to let her bring her guardians to Oz where they will be very happier and forever safe. Using the Magic Belt (a tool captured from the jealous Nome King Roquat), Ozma transports them to her throne room. They are given rooms to live in and luxuries to enjoy, including a vast and complex wardrobe. They meet with many of Dorothy's animal friends, including the Cowardly Lion and Billina the Yellow Hen. In the underground Nome Kingdom, the Nome King, Roquat, is plotting to conquer the Land of Oz and recover his magic belt, which Dorothy took from him in Ozma of Oz. After ordering the expulsion of his General (who will not agree to such an attack) and the death of his Colonel (who also refuses), King Roquat holds counsel with a veteran soldier called Guph. Guph believes that against the many magicians of Oz (the reputation of which has grown in the telling), the Nome Army has no chance alone. He therefore sets out personally to recruit allies. Dorothy, accompanied by the Wizard of Oz and several other friends, departs the Emerald City in a carriage drawn by the Wooden Sawhorse, intending to give her aunt and uncle a tour of the land. Many of the people encountered have never been seen in other books: The living cut-out paper dolls created by an immortal called Miss Cuttenclip. The anthropomorphic jigsaw puzzles known as the Fuddles. The loquacious Rigmaroles. The paranoid Flutterbudgets. The living kitchen utensils of Utensia. The anthropomorphic pastries of Bunbury. The civilized rabbits of Bunnybury. A zebra who holds geographical disputes with a crab. Other figures, more familiar to readers of previous books, include the Tin Woodman and the Scarecrow, as well as the four tribes of Oz (the Munchkins, the Quadlings, the Gillikins, and the Winkies). The Nome General Guph visits three nations: the Whimsies, the Growleywogs, and the Phanfasms: The Whimsies are large and hulking, but possess disproportionately small heads. This causes other species to call them stupid, stripping them of any self-esteem. To deny this, the Whimsies wear enormous, luridly designed masks that cover all of their heads. The Growleywogs are muscular giants, possessing no surplus flesh and no mercy. They are arrogant and cruel. As such, they are eager not only to help the Nomes conquer Oz, but also to subjugate the Nomes as well. Of the latter plan, they say nothing, but send Guph on his way. Last of his meetings is that which is with the mysterious, diabolical Phanfasms. To Guph, the Phanfasms resemble men, but having the heads of various carnivorous animals. Their true forms, number, standard of living, culture, and extent of influence remain unknown to both Guph and the reader, although both receive hints in the narrative. The Phanfasms send Guph home, telling him that they will conquer Oz alongside the other armies. It is their plan to do so, then to turn traitor and dominate their allies. Having learned of this through Ozma's omniscient Magic Picture, the people of Oz become worried. The climax takes place in the Emerald City, where Ozma wishes (using her magic belt) for a large amount of dust to appear in the tunnel. The Nome King and his allies are defeated after they drink thirstily from the Fountain of Oblivion and forget all their evil plans. Ozma uses the magic belt to send the Nome King and his allies home. To forestall a future invasion of Oz, Glinda the Good Witch uses a magic charm to render Oz invisible and unreachable to everyone except those within the land itself. </s>	His magic belt.[<@>]His magical belt </s>
"Question: Who actually sent the pictures to Martin? Context: Mini Drogues (Nikki Reed) is a clever and adventurous high school senior who is bored with her life. Mini prizes her ""unique experiences"" (she calls them ""firsts""). For excitement, and to add to her list of firsts, Mini decides to try being a call girl. Her first client, however, has a guilty conscience and can't carry through with the act, which disappoints Mini. Her second client is decidedly more exciting: her stepfather Martin (Alec Baldwin). Martin is initially shocked when he learns of her identity (he initially blindfolded himself during intercourse as per Mini's request), but soon a torrid love affair blossoms between the two. In order to be together, Mini and Martin concoct a plan to have Mini's mother Diane (Carrie-Anne Moss) declared insane. When their plan fails, Mini convinces Martin to murder Diane, despite his initial resistance to the idea. They attempt to make it appear that Diane committed suicide, but they soon attract the attention of a detective (Luke Wilson) who believes that Mini and Martin killed her. A nosy neighbor, Mike (Jeff Goldblum), is sexually obsessed with Mini, and when Martin learns that Mini had gone to Mike's house and had received sexual pictures from him, he and Mike get into a fight. Mini arrives to find Martin standing over the neighbor, ready to beat him into unconsciousness, and when the police arrive they arrest Martin. Mini visits Martin in jail and admits that the sexual pictures sent were actually from her in order to get Martin to think that the neighbor sent them. She also reveals that she assumed the police would eventually believe he killed Diane (since he was the more likely perpetrator). Mini, therefore, ends up getting away with murder, and inherits her mother's fortune. The film ends with Mini giving a valedictorian speech, even though she is a C student; the school gave her straight A's out of sympathy for her mother's death. She offers advice to the graduating class about how to live a good life, that perversely alludes to her crimes without making her look too suspicious. The detective is present at the speech, clearly still suspicious of Mini, but knowing that he will probably never be able to prove that she was guilty of murdering her mother. </s>"	Mini[<@>]Mini is the one who sent the pictures to Martin. </s>
"Question: What is signified when Turiddu bites Alfio's ear? Context: Place: A 19th-century Sicilian village Time: Easter morning Before the action takes place, the young villager Turiddu had returned from military service to find that his fiancée Lola had married the carter Alfio while Turiddu was away. In revenge, Turiddu had seduced Santuzza, a young woman in the village. As the opera begins, Lola, overcome by her jealousy of Santuzza, has begun an adulterous affair with Turiddu. The main square of the village Offstage, Turiddu is heard singing The Siciliana – ""O Lola, lovely as the spring’s bright blooms"" (O Lola c'hai di latti la cammisa). To one side is the church; to the other is Lucia's wine shop and the house where she lives with her son, Turiddu. The villagers move about the square, singing of the beautiful spring day (Gli aranci olezzano sui verdi margini – ""The air is sweet with orange blossoms"") and a hymn to the Blessed Virgin Mary. Some villagers enter the church, and others wander off still singing. Santuzza, having slept with Turiddu and suspecting that he has betrayed her for Lola, is distraught and approaches Lucia as she comes out of her house. Santuzza asks for Turiddu, but Lucia replies that he has gone to another town to fetch some wine. Santuzza tells her that he was seen during the night in the village. Lucia asks her inside to talk, but just at that moment Alfio arrives on his wagon, accompanied by the villagers. He praises the joys of a teamster's life and the beauty of his bride. Alfio asks Lucia for some of her fine old wine. She tells him it has run out and Turiddu has gone away to buy more. Alfio replies that he had seen Turiddu early that morning near his cottage. Lucia starts to express surprise, but Santuzza stops her. Alfio leaves. The choir inside the church is heard singing the Regina Coeli. Outside, the villagers sing an Easter Hymn, joined by Santuzza. The villagers enter the church, while Santuzza and Lucia remain outside. Lucia asks Santuzza why she signalled her to remain silent when Alfio said that he had seen Turiddu that morning. Santuzza exclaims, Voi lo sapete – ""Now you shall know""), and tells Lucia the story of her seduction by Turiddu and his affair with Lola. Lucia pities Santuzza, whom the villagers are considering excommunicating for her seduction. Santuzza cannot enter the church, but begs Lucia to go inside and pray for her. Turiddu arrives. Santuzza upbraids him for pretending to have gone away, when he was actually seeing Lola. Lola enters the square singing. She mocks Santuzza and goes inside the church. Turiddu turns to follow Lola, but Santuzza begs him to stay. Turiddu pushes her away. She clings to him. He loosens her hands, throws her to the ground, and enters the church. Alfio arrives looking for Lola. Santuzza tells him that his wife has betrayed him with Turiddu. Alfio swears to take vendetta (revenge) which causes Santuzza to repent for having disclosed the affair and begs Alfio to stop to no avail. The square is empty as the orchestra plays the famous Intermezzo. The villagers come out of the church. Turiddu is in high spirits because he is with Lola and Santuzza appears to have gone. He invites his friends to his mother’s wine shop where he sings a drinking song, Viva, il vino spumeggiante – ""Hail to the bubbling wine!"". Alfio joins them. Turiddu offers him wine, but he refuses it. All understand that trouble is in the air. The women leave, taking Lola with them. In a brief exchange of words, Alfio challenges Turiddu to a duel. Following Sicilian custom, the two men embrace, and Turiddu, in a token of acceptance, bites Alfio’s ear, drawing blood which signifies a fight to the death. Alfio leaves and Turiddu calls Lucia back. He tells her that he is going outside to get some air and asks that she be a kindly mother to Santuzza if he should not return: Un bacio, mamma! Un altro bacio!—Addio! – ""One kiss, mother! One more kiss! – Farewell!"". Turiddu rushes out. Lucia, weeping, wanders aimlessly around outside her house. Santuzza approaches and throws her arms around her. The villagers start to crowd around. Voices are heard in the distance and a woman cries, ""They have murdered Turiddu!"" Santuzza faints and Lucia collapses in the arms of the women villagers. </s>"	fight to the death[<@>]A fight to the death. </s>
Question: Who suggests to who about moving in and raising the children together? Context: Nic (Annette Bening) and Jules (Julianne Moore) are a married lesbian couple living in the Los Angeles area. Nic is an obstetrician, and Jules is a housewife who is starting up a landscape design business. Each has given birth to a child using the same sperm donor. The younger child Laser (Josh Hutcherson) wants to find his sperm donor father but has to be 18 to do so. He implores his 18-year-old sister, Joni (Mia Wasikowska), to contact the sperm bank which identifies Paul (Mark Ruffalo) as the donor. The three meet. Joni is impressed by his bohemian lifestyle, and Paul becomes enthusiastic about being in their lives. Joni swears her brother to secrecy as she does not want to upset their mothers. However, Jules and Nic find out and invite Paul over to dinner. When Jules reveals she has a landscape business, Paul asks her to transform his back garden. Jules agrees, although Nic does not like the idea. While working for Paul, Jules likes that he appreciates her work in contrast to Nic who, Jules feels, never supported her career. Jules impulsively kisses Paul one afternoon, and they end up in bed together, beginning an affair. Jules and the kids start spending more time with Paul. Nic believes Paul undermines her authority over the children by, for example, giving Joni a ride on his motorcycleâwhich Nic has forbiddenâand by suggesting she give Joni more freedom. After a heated argument with Jules, Nic suggests they all have dinner at Paul's house to ease the tension. Nic relaxes and for the first time connects with Paul. However, Nic discovers traces of Jules's hair in Paul's bathroom and bedroom. When they return home, Nic confronts Jules. At first, Jules denies it but then admits to the affair. Nic is devastated, but Jules assures she is not in love with Paul and has not turned straight; she just wanted to be appreciated. Joni and Laser have overheard the arguments and are also upset at Jules. The household becomes tense and Jules is forced to sleep on the couch. Paul thinks he has fallen in love with Jules and suggests she leave Nic, bring the kids, and come live with him. Jules declines, disgusted with Paul's lack of understanding about their relationship. The children are angry at the both of them. The night before Joni leaves home to go to college, Paul turns up at the house. Nic angrily confronts him, calling him an interloper, and tells him that if he wants a family, he should make one of his own. Rejected, Paul watches Laser from outside the window, trying to get his attention, but Laser ignores him. Later that night, Jules tearfully admits her errors to her family and begs their forgiveness. The next morning, the family takes Joni off to college. While Nic and Jules together hug Joni to say goodbye, they also affectionately touch each other. During the ride home, Laser tells his mothers that they should not break up because they are too old. Jules and Nic giggle, and the film ends with them smiling at each other and holding hands. </s>	Paul asks Jules[<@>]Paul </s>
Question: After finding out Dr Flint is still in pursuit of her, who does Linda meet when she flees to Boston? Context: Born into slavery in Edenton, NC in 1813, Linda has happy years as a young child with her brother, parents, and maternal grandmother, who are relatively well-off slaves in good positions. It is not until her mother dies that Linda even begins to understand that she is a slave. At the age of six, she is sent to live in the big house under the extended care of her mother's mistress, who treats her well and teaches her to read. After a few years, this mistress dies and bequeaths Linda to a relative. Her new masters are cruel and neglectful, and Dr. Flint, the father, takes an interest in Linda. He tries to force her into a sexual relationship with him when she comes of age. The girl resists his entreaties and maintains her distance. Knowing that Flint will do anything to get his way, as a young woman Linda consents to a relationship with a white neighbor, Mr. Sands, hoping he can protect her from Flint. As a result of their relations, Sands and Linda have two mixed-race children: Benjamin, often called Benny, and Ellen. Because they were born to a slave mother, they are considered slaves, under the principle of partus sequitur ventrem, which had been part of southern slave law since the 17th century. Linda is ashamed, but hopes this illegitimate relationship will protect her from assault at the hands of Dr. Flint. Linda also hopes that Flint would become angry enough to sell her to Sands, but he refuses to do so. Instead, he sends Linda to his son's plantation to be broken in as a field hand. When Linda discovers that Benny and Ellen are also to be sent to the fields, she makes a desperate plan. Escaping to the North with two small children would be nearly impossible. Unwilling either to submit to Dr. Flint's abuse or abandon her family, she hides in the attic of her grandmother Aunt Martha's cabin. She hopes that Dr. Flint, believing that she has fled to the North, will sell her children rather than risk having them escape as well. Linda is overjoyed when Dr. Flint sells Benny and Ellen to a slave trader secretly representing Sands. Promising to free the children one day, Sands assigns them to live with Aunt Martha. Linda becomes physically debilitated by being confined to the tiny attic, where she can neither sit nor stand. Her only pleasure is to watch her children through a tiny peephole. Mr. Sands marries and is elected as a congressman. When he takes the slave girl Ellen to Washington, D.C., to be an eventual companion for his newborn daughter, Linda realizes that he may never free their children. Worried that he will eventually sell them, she determines to escape with them to the North. But Dr. Flint continues to hunt for her, and leaving the attic is still too risky. After seven years in the attic, Linda finally escapes to the North by boat. Benny remains with Aunt Martha. Linda tracks down Ellen, by then nine years old and living in Brooklyn, New York, in the home of Sandsâ cousin, Mrs. Hobbs. Linda is dismayed to see Ellen is being treated as a slave, after the institution was abolished in New York. She fears that Mrs. Hobbs will take Ellen back to the South and put her beyond her mother's reach. Linda finds work as a nursemaid for the Bruces, a family in New York City who treat her very kindly. Learning that Dr. Flint is still in pursuit, Linda flees to Boston, where she is reunited with her son Benny, who had also escaped. Dr. Flint claims that the sale of Benny and Ellen was illegitimate, and Linda is terrified that he will re-enslave her and her children. After a few years, Mrs. Bruce dies. Linda spends some time living with her children in Boston. She spends a year in England caring for Mr. Bruce's daughter, and for the first time in her life enjoys freedom from racial prejudice. When Linda returns to Boston, she sends Ellen to boarding school. Benny moves to California with Linda's brother William, who had also escaped to the North. Mr. Bruce remarries, and Linda takes a position caring for their new baby. Dr. Flint dies, but his daughter, Emily, writes to Linda to claim ownership of the fugitive slave. The Fugitive Slave Act of 1850 is passed by Congress, making Linda and her children extremely vulnerable to capture and re-enslavement, as it requires cooperation by law enforcement and citizens of free states. Emily Flint and her husband, Mr. Dodge, arrive in New York to capture Linda. When the refugee goes into hiding, the new Mrs. Bruce offers to purchase her freedom. At first Linda refuses, unwilling to be bought and sold again, and makes plans to follow Benny to California. Mrs. Bruce buys Linda's freedom from Flint. Linda is grateful to Mrs. Bruce, but expresses disgust at the institution that required such a transaction. Linda notes that she has not yet realized her dream of making a home with her children. The book closes with two testimonials to its accuracy, one from Amy Post, a white abolitionist, and the other from George W. Lowther, a black anti-slavery writer. </s>	Benny, her son[<@>]her son, benny </s>
"Question: What is Twinkle's sentence? Context: Mr. Woodchuck is about the time Twinkle's father sets a trap for a woodchuck that lives near his property. Twinkle goes to see the woodchuck get caught, and has a dream in which she meets the woodchuck and his family. The woodchucks put her on trial for being a human, because humans set cruel traps for the purposes of killing woodchucks. Twinkle is sentenced to be put in a trap herself, and when she wakes up from the dream, she convinces her father never to set traps for animals ever again. Bandit Jim Crow is about a baby crow with a broken wing that Twinkle adopts for a pet. The crow has an evil nature, and as soon as his wing is healed, he kills the family's chickens and escapes to a section of the forest inhabited by birds. There, Jim Crow starts stealing and eating other birds' eggs, until the birds get Policeman Bluejay to keep Jim Crow in check. Jim then disguises himself with chalk, and continues stealing eggs. All the birds attack the disguised Jim Crow, and blind him. Jim Crow is forced to spend the rest of his life helpless, living off of the kindness of the other birds. Prairie-Dog Town is about how Twinkle and her friend Chubbins go to have a picnic near a prairie dog village. The prairie dogs talk to the children, and the children are magically shrunk down to prairie-dog size so they can enter the village. Inside, they meet a well-to-do family and the mayor of the prairie dog village. The two children are returned to their normal size, and wonder if the whole adventure was simply a dream. (Compare a similar story, ""The Discontented Gopher,"" in Baum's Animal Fairy Tales.) Prince Mud-Turtle is about Twinkle finding an unusually-colored turtle and bringing it home with her. She later finds that the turtle is a fairy prince named Melga who was put under a curse by the evil Corrugated Giant, a creature with no bones. With the help of the turtle, Twinkle is able to travel to the giant's castle and restore the prince to his normal form. The prince then defeats the giant, and Twinkle is sent back home. Twinkle's Enchantment is about Twinkle entering a gulch in order to get some berries. She meets many curious proverb-based creatures, such a Rolling Stone That Gathers No Moss, a Little Learning (which she avoids because it is a dangerous thing), a Weasel that Goes ""Pop!"", and the Birds of One Feather. She then spends time with a dancing bear, and is invited to a grasshopper's ball. She wakes up. Sugar-Loaf Mountain is about how Twinkle and her friend Chubbins discover a trap door in Sugar-Loaf Mountain. They find a key and enter inside the mountain, where they find a city peopled by beings made entirely out of sugar of one form or another. They are captured by soldiers and taken to the king, who shows them the sights and introduces them to several high-grade citizens. While leaving, Twinkle and Chubbins accidentally drop the key inside, so no one can ever enter Sugar-Loaf Mountain again. </s>"	should specify the story. In the sugar loaf story it was nothing[<@>]to be put in a trap </s>
"Question: What does Ravenna tempt Snow White into eating? Context: While admiring a rose blooming in the winter, Queen Eleanor of the Kingdom of Tabor pricks her finger on one of its thorns. Three drops of blood fall onto the snow-covered ground, and she wishes for a daughter as white as the snow, with lips as red as the blood, hair as black as a raven's wings and a heart as strong and defiant as the rose. Queen Eleanor gives birth to her daughter Snow White, but soon after falls ill and dies. After her death, Snow White's father, King Magnus, and his army battle an invading Dark Army of demonic glass soldiers. Upon rescuing their prisoner Ravenna, he becomes enchanted with her beauty and marries her. Ravenna, who is in fact a powerful sorceress and the Dark Army's master, kills Magnus on their wedding night. On the night, Magnus, enchanted, throws Ravenna into the bed and proceeds to make love. Ravenna confesses there was a king much like Magnus that spoiled her. During foreplay, she declares she cannot be a weak queen and kills Magnus. Snow White's childhood friend William and his father Duke Hammond escape the castle but are unable to rescue her, and she is captured by Ravenna's brother Finn, and locked away in the north tower of the castle for many years. Tabor is ruined under Queen Ravenna's rule as she periodically drains the youth from the kingdom's young women in order to maintain a spell cast over her as a child by her mother which allows her to keep her youthful beauty. When Snow White comes of age, Queen Ravenna learns from her Magic Mirror, in the form of a golden, reflective liquid shaped like a man, that her stepdaughter Snow White is destined to destroy her unless Queen Ravenna consumes the young girl's heart, which will make her truly immortal. Queen Ravenna orders Finn to bring her Snow White's heart, but she escapes into the Dark Forest, where Ravenna has no power. Queen Ravenna makes a bargain with Eric the Huntsman, a widower and drunkard, to capture Snow White, promising to bring his wife back to life in exchange. The Huntsman tracks down Snow White, but when Finn reveals that Queen Ravenna does not actually have the power to do what she promised, the Huntsman fights him and his men while Snow White runs away. When the Huntsman catches up with her, she promises him gold if he will escort her to Duke Hammond's castle. Meanwhile, Finn gathers another band of men to find her, and Duke Hammond and his son William learn that she is alive. William leaves the castle on his own to find her, joining Finn's band as a bowman. The Huntsman and Snow White leave the Dark Forest, where she saves his life by charming a huge troll that attacks them. They make their way to a fishing village populated by women who have disfigured themselves to save their own lives, becoming useless to Queen Ravenna. While there, the Huntsman learns Snow White's true identity, and initially leaves her in the care of the women. He soon returns when he sees the village being burned down by Finn's men. Snow White and the Huntsman evade them and eventually meet a band of eight dwarves named Beith, Muir, Quert, Coll, Duir, Gort, Nion, and Gus. The blind Muir perceives that Snow White is the daughter of the former king, and the only person who can defeat Ravenna and end her reign. As they travel through a fairy sanctuary, the group is attacked by Finn and his men. The Huntsman battles Finn and kills him, and William reveals himself and helps defeat Finn's men. However, Gus is killed when he sacrifices himself to take an arrow meant for Snow White. William joins the group which continues the journey to Hammond's castle. Halfway to Duke Hammond's castle, Queen Ravenna disguises herself as William and tempts Snow White into eating a poisoned apple, but is forced to flee when the Huntsman and William discover her. William kisses Snow White, whom he believes to be dead. She is taken to Hammond's castle. As she lies in repose, the Huntsman professes his regret for not saving Snow White, who reminds him of his late wife, Sara, and he kisses her, breaking the spell. She awakens and walks into the courtyard, and rallies the Duke's army to mount a siege against Queen Ravenna. The dwarves infiltrate the castle through the sewers and open the gates, allowing the Duke's army inside. Snow White confronts Queen Ravenna, but is overpowered. Queen Ravenna is about to kill Snow White and consume her heart. Eventually, Snow White uses a move the Huntsman taught her and seemingly kills Queen Ravenna, and Duke Hammond's army is victorious. With Queen Ravenna defeated and dead, the kingdom once again enjoys peace and harmony as Snow White is crowned Queen and she and the Huntsman exchange looks before it cuts to chants of ""Hail to the queen!"" </s>"	A poisonous apple.[<@>]Poisiness apple. </s>
