article	answer
Question: Where is the cat? Context: This is a picture of Kate Green's family. In the picture we can see her grandparents, herparents, her brother Mike and her. Her grandparents are on the chair. Mr Green and Mrs Greenare behind them. Mike is under the window. Kate is on the floor. What's behind Kate? It's a cat. It's black and white. </s>	Behind Kate. </s>
Question: Which of the statements about taking TOVIAZ is TRUE? Context: What is TOVIAZ? TOVIAZ is a medicine used in adults to treat the symptoms of a condition called overactive bladder . Who is TOVIAZ for? Adults 18 years older with symptoms of overactive bladder. Don't take TOVIAZ if you: Your stomach empties slowly. Have eye problems. Are allergic to any ingredients of TOVIAZ. Possible side effects of TOVIAZ Dry mouth. Constipation Dry eyes. Trouble empting the bladder These aren't all possible side effects of TOVIAZ. For a complete list, ask your doctor. How to take TOVIAZ: Your doctor may give you the lower 4mg dose of TOVIAZ if you have severe kidney problem. Take TOVIAZ with liquid and swallow the tablet whole. Do not chew, divide or crush the tablet. You can take TOVIAZ with or without food. If you miss a dose of TOVIAZ, start taking it again the next day. Things you should keep in mind when taking TOVIAZ: Decreased sweating and severe heat illness can occur when medicines such as TOVIAZ are used in hot environments. Drinking alcohol while taking TOVIAZ may cause increased sleepiness. </s>	It's OK to take it with food or without food. </s>
Question: The author wrote the text in order to _ . Context: Many people say they can not start their day without first having a cup of coffee or tea.People say these drinks help them think clearly and feel more awake.This is because of caffeine,a kind of matter found in some plants.Caffeine helps to give a jumpstart to the nervous system.Now a new report says it may also improve long-term memory. Michael Yassa is a neurobiology professor at the University of California.He and other researchers wanted to know if caffeine could improve what they called memory consolidation.They asked a group of individuals to learn something new,then the same people were given caffeine,the active component in coffee,tea and chocolate. He and the other researchers worked with a group of l60 people who were Caffeinefree.On the first day,all the subjects were shown pictures of everyday objects.They were asked to identify whether the pictures could be found inside the house or outdoors.Some of the subjects were then given a caffeine pill,the others were given a placebo--a pill containing an inactive thing.On the second day,all of the subjects were asked to look at more pictures.Some of the images were exactly like the ones they had seen 24 hours early.But other images were different.And a third group of pictures was similar to the first group but a little different.The participants had to decide whether the images they saw were the same or different from the ones on the first day. Professor Yassa says their answers help to show the effects of caffeine on memory.He says those who took the caffeine pills had a ten to twelve percent increase in their ability to remember the objects.The amount of caffeine the researchers used in the study was similar to one strong cup of coffee. Professor Yassa says pills with a little more caffene also increased memory,but resulted in some participants appearing more nervous. </s>	report a new research of coffee </s>
"Question: Which of the following is TRUE according to the passage? Context: There was a beautiful garden. Every year the king would go to the garden to decide which flower was the most beautiful one. For the last few years, the rose was always Number One. Because of this, the rose Gulaab became _ It would never let birds stay on its flower. Then all the birds started staying away from Gulaab. Behind Gulaab, there was a little yellow flower. People called it Junglee. Junglee wasn't more beautiful than Gulaab, but it welcomed the birds to stay on its flower. All the birds in the garden liked it. This year the king went to the garden as before. The gardener pointed at the rose and said to the king, "" Your favourite flower, my king."" Of course, the king also saw the yellow flower behind it and asked, ""What flower is that?"" ""Oh! That's Junglee, a wild flower."" "" I didn't see a flower like it before. There are so many birds on it. I think it's much more beautiful than the rose. It will be the King Flower of this year!"" said the king. </s>"	The birds liked to stay on Junglee. </s>
"Question: At first, the writer thought it was _ to ride abike. Context: Is bicycling hard to learn? Different people have many different answers. It is strange enough that the same person may also have a different answer as time goes by. Five years ago when I was in Junior Grade One, I got interested in bicycling because I thought my uncle was very cool when he rode his bike. He could ride a bike with only one wheel. He could also sit on the bike and keep it standing straight, without moving for a long time. I thought it was easy to learn to ride a bike, so I decided to learn from my uncle. He told me how to ride. When I fell off the bike the first time, I was afraid to try again. It was too hard for me to learn. Then my uncle helped me by holding the bike for me and not to let go. With his help, I was able to ride longer and longer. ""You can do it by yourself now, young boy!"" I heard his voice far behind me. </s>"	easy </s>
Question: What's the main idea of this passage? Context: What Should I Do? One of the most popular items in the school newspaper advice column . No one know who writes it. The students think their teacher does, but it might be a student using a false name. The students enjoy thinking up problems for the advice column. Here are some of them and their answers. ASK THE WISE OWL Q: I'm always late for school. I try not to be, but I can't help it. Please advise me what to do. Tommy. A: You are probably late for school because you don't really like school. My advice to you is try and enjoy school more, then you won't be late so often. Q: I find it difficult to make friends. What do you think I should do? Sara. A: I can't advise you until I know about you. Your problem may be that you are shy. On the other hand, it may be the opposite. You may be too bold . Write and tell me more about yourself. Q: I'm always at the bottom of the class. What do you advise me to do? Molly. A: I advise you to concentrate on improving your grades in one subject to start with. If you can do this, you should move a little way up from the bottom. Next, try to improve your grades in another subject, and so on. If you concentrate on one subject at a time, by the end of the year you should be quite a long way up from the bottom in all your classes. The Wise Owl. </s>	The advice column in the school newspaper is very popular. </s>
"Question: Which of the following statements is NOT true? Context: In cities with rent control, the city government sets the maximum rent that a landlord can charge for an apartment. Supporters of rent control argue that it protects people who are living in apartment. Their rent cannot increase; therefore, they are not in danger of losing their homes. However, the critics say that after a long time, rent control may have negative effects. Landlords know that they cannot increase their profits. Therefore, they invest in other businesses where they can increase their profits. They do not invest in new buildings which would also be rent-controlled. As a result, new apartments are not built. Many people who need apartments cannot find any. According to the critics, the end result of rent control is a shortage of apartments in the city. Some experts argue that the minimum wage law can cause problems in the same way. The federal government sets the minimum that an employer must pay workers. The minimum helps people who generally look for unskilled, low-paying jobs. However, if the minimum is high, employers may hire fewer workers. They will replace workers with machinery. Therefore, other things being equal, the number of workers that employers want decreases. Thus, critics hold the opinion that an increase in the minimum wage may cause unemployment. Some poor people may find themselves without jobs instead of with jobs at the minimum wage. Supporters of the minimum wage say that it helps people keep their dignity. Because of the law, workers cannot sell their services for less than the minimum. Furthermore, employers cannot force workers to accept jobs at unfair wages. Economic theory predicts the results of economic decision, such as decisions about farm production, rent control, and the minimum wage. The predictions may be corrected only if ""other things are equal"". Economists do not agree on some of the predictions. They also do not agree on the value of different decisions. Some economists support a particular decision while others criticize it. Economists do agree, however, that there are no simple answers to economic questions. </s>"	Economists usually have the same prediction about an economic decision. </s>
"Question: The best title for the passage would be _ . Context: My son wanted to give a party for my birthday. We discussed the invitations and the cost of the party. However, we had very different ideas about whom and how many people to invite. He thought that the people we knew had badly disappointed me by not keeping in touch with me since the death of my wife. But my idea of a relationship among people was to be friendly to everyone. He said, ""Come on, Dad, where have all these so-called friendly, good people been since Mum passed away? They visited us in the past because Mum made good food."" I replied, ""I am sorry to hear that. Is this the reason why you do not want to invite those people? It's no wonder that you are unhappy. Can you live alone? Are you teaching your children to do the same in the future?"" I asked myself where I had gone in his upbringing. My wife had often blamed me for not paying enough attention to communication with other people when I was raising our son. I realized at this moment that she was quite right. Hours later, my son phoned me to say that he accepted his wife's advice and agreed to have a party with some of my friends. In the end, we had a great time. And he didn't ""hate"" those friends any more. ""Happy Birthday, Dad! Sorry that I have kept you away from your friends. I love you."" On hearing what he said, I was full of happiness and excitement. I was proud that he could change his mind. </s>"	My Birthday Party </s>
"Question: What is the best title of the passage? Context: Sometimes people give us nicknames in order to be mean or make fun of us, which can really hurt. Four eyes. Metal Mouth. Dumbo, Slow Poke, Crater Face. We've all heard kids calling unpleasant nicknames like these. Maybe you've even used similar nicknames on other kids, or been stuck with one yourself. A playground _ or cut usually disappears after a couple of days, but the pain and anger coming from being called a cruel nickname can last a lot longer than that. If you've ever picked on another kid by making up or using a tease nickname, or of you've ever been on the receiving end of one, you know that names like Fatso, Smelly, and Short Stuff can be very hurtful. Plus, they have a habit of sticking to us like glue! People use negative nicknames as a way of keeping someone out of a group of gaining power over someone, or of making themselves feel more important. You may know a kid in your class who always comes up with nicknames for the other kids. This student likes to feel cool by acting like the official ""nicknamer."" This can give a student a feeling of power, but that power comes at the cost of making other kids feel bad. Kids who give others hurtful nicknames are often trying to cover up the fact that they really feel bad about themselves. Like other kinds of insults , a cruel nickname can be used to make a kid feel being left out or angry. Sometimes they're even nastier than most ways of being mean, because they can be so hard to shake off. </s>"	Hurtful nicknames </s>
"Question: Which of the following is TRUEaccording to the passage? Context: A recent survey by the Royal College of Nursing (RCN) found that about a third of nurses inprefix = st1 /UKplanned to give up their jobs in the next two years because of the amount of worries and unhappiness with their pay. Among those under 40, the percentage of nurses planning to leave their employers increased from 32% in 2005 to 36% in 2007. The survey also found that 71% of nurses believed they could be paid more for less effort if they left nursing, compared to 60% in 1997. The research was published as the RCN hosted a meeting for nurse leaders to deal with the growing concerns of the nurses. Josie Irwin, an RCN expert, said, "" Many nurses say that changes in junior doctors' hours have resulted in an increase in their workload. Nurses are under more and more pressure."" Ms Irwin added, ""Only 22% of all nurses disagree that they are under too much pressure."" She also said that 27% of nurses had a second job, with the main reason that they needed some extra income. ""Nurses have made it clear that while they enjoy their work, they have more to do than ever and are not being paid enough to do it."" She added. "" For this reason, the RCN is calling for a pay increase for nurses to bring their pay into line with others."" The survey of 4,795 nurses found that some important changes to the profession had taken place in recent years. The average age of the nurses questioned was 42 ---compared to an average of 33 in 1987. The RCN said that the age increase was because people were now becoming nurses later. In the 1960s, the average age of a nurse on the completion of training was 21, but over the last 5 years it has been an average of 29. </s>"	Nurses in UKtend to be older in age than before. </s>
Question: It can be learned from the passage that _ . Context: Puerto Rico may be part of the USA but its music and dance is a mixture of both Spanish and American rhythms . The country, as a result, is a mixture of the new and the old. It exhibits the open American way of life yet remains the more formal Spanish influences . This is showed in the buildings, not just the difference between the old and the modern in urban areas but also in the countryside, where older buildings sit side by side with schools and houses. It is found in the cooking, too many fast food restaurants together with local cooking which has its roots in the mixture of culture of all the Caribbean and in the music --- rock music is played in beach holiday centers but in the hilly center, Puerto Rican music can be heard. Old volcanic mountains, long motionless, take up a large part of the center, with the highest peak, Cerro de Punta, at 1,338 metre in the Cordillera Central. The mountains are surrounded by a coastal plain with the Atlantic shore beaches cooled all the year round by trade winds. The population is 3.8 million, of which about 1.5 million live in San Juan, although about another two million Puerto Ricans live in the prefix = st1 /USA. The average life is 73.8 years and GDP per person is US$12, 212, the highest in Latin America, although not up to the level of mainlandUSA. The people are largely a mixture of Amerindian, Taino-Arawak, Spanish and African. Most Puerto Ricans do not speak English and less than 30% speak it well. The people are very friendly and _ but there is law-breaking action, linked to drugs and unemployment. </s>	Puerto Rico belongs to the USA </s>
"Question: The passage gives the following tips EXCEPT that _ . Context: We may have hosted some difficult house guests once or on even more occasions. Are you still worrying about how to deal with them? Here below are some tips on how to deal with those difficult house guests. You've been waiting an hour to eat breakfast but your guests are still sleeping. ""Unless you adjusted a time for breakfast the evening before, let your guests sleep-in and enjoy your breakfast without them. If possible, keep their breakfast warm. Or better yet, when entertaining it's always a good idea to have cold breakfast (as well as lunch, dinner and snack) food on-hand."" ----Pamela Eyring,president and director of The Protocol School of Washington Your guest's teenage son is a Facebook addict and hogs your computer all day long. ""If you have a guest whose fingers are fixated to your keyboard, kindly let him know that you are expecting work email and give him enough time to finish using it."" ----Ummu Bradley Thomas, founder of the Freddie Bell Jones Modeling and Finishing School, Inc. Your couch surfing, unemployed nephew has been here a month and is showing no sign of leaving. ""There is nothing wrong with saying 'John, you have been here a month and have not put in any applications. What can I do to help you get your resume together? I would like to make a plan that will assist you in getting back on your feet and allow me to eventually have my extra room back for guests that will soon be arriving.'"" ----Diane Gottsman, owner of The Protocol School of Texas Your guests expect you to accompany them to every single tourist attraction in your city. It's tiring and expensive. ""If your guests didn't offer to treat you, politely decline and offer to meet them afterwards for dinner or drinks. That way they know you enjoy their company."" ----Pamela Eyring, president and director of The Protocol School of Washington You gave your friend a closet shelf for her stuff but her clothes are thrown all over the place. ""You should simply say 'I am happy to have you use my closet but your clothes seem to have a mind of their own. Would you mind keeping your clothes on the top shelf? It would make it easier for me to find my things when I am in a rush and looking for them. Thank you.'"" ----Diane Gottsman, owner of The Protocol School of Texas </s>"	trying to offer at least one dish based on his or her preferences </s>
Question: The functions of allowances given to children are the following EXCEPT _ . Context: Many children first learn the value of money by receiving an allowance. Parents often give their children an amount of money that they may spend as they wish. The purpose is to let the children learn from experience at an early age when financial mistakes are not very costly. A child may receive an allowance each week or each month. The amount is not so important. But parents should make clear what the child is expected to pay for with the money. At first, young children may spend all of their allowance soon after they receive it. If they do this, they will learn the hard way that spending must be done within a budget. Parents should not offer more money until the next allowance is to be given. Older children may be responsible enough to budget larger costs like those for clothing. The object is to show young people that a budget demands choices between spending and saving. Many people who have written on the subject say it is not a good idea to pay your child for work around the home. These jobs are a normal part of family life. Paying children to do extra work around the home, however, can be useful. It can even provide an understanding of how a business works. Allowances give children a chance to experience three things they can do with money. They can share it in the form of gifts or giving it to organizations. They can spend it by buying things they want. Or they can save it. Saving helps children understand that costly goals require _ : you have to cut costs and plan for the future. Requiring children to save part of their allowance can also open the door to future saving and investing. Many banks offer free savings accounts for young people with small amounts of money. </s>	they can save more money for their future business </s>
"Question: What could be the best title for the text? Context: It is a familiar scene these days: employees taking newly laid-off co-workers out for a drink for comfort. But which side deserves sympathy more, the jobless or the still employed? On March 6, researchers at a conference at the University of Cambridge heard data suggesting it's the latter. Brendan Burchell, a Cambridge sociologist, presented his analysis based on various surveys conducted across Europe. The data suggest that employed people who feel insecure in their jobs show similar levels of anxiety and depression as those who are unemployed. Although a newly jobless person's mental health may""bottom out"" after about six months, and then even begin to improve, the mental state of people who are continuously worried about losing their job ""just continues to get worse and worse"", Burchell says. Evolutionary psychologists support this theory by arguing that human beings feel more stress during times of insecurity because they sense an immediate but invisible threat. Patients have been known to experience higher levels of anxiety,for example, while waiting for examination results than knowing what they are suffering from-even if the result is cancer. It's better to get the bad news and start doing something about it rather than wait with anxiety. When the uncertainty continues, people stay in a nonstop ""fight or flight"" response, which leads to damaging stress. But not every employee in insecure industries has such a discouraging view,Burchell says. In general, women get on better. While reporting higher levels of anxiety than men when directly questioned, women scored lower in stress on the GHQ 12, even when they had a job they felt insecure about losing. As Burchell explains, ""For women, most studies show that any job-it doesn't matter whether it is secure or insecure-gives psychological improvement over unemployment. "" Burchell supposes that the difference in men is that they tend to feel pressure not only to be employed, but also to be the primary breadwinner, and that more of a man's self-worth depends on his job. </s>"	Is it less stressful to get laid off than stay on? </s>
"Question: Mr. Brad _ goes to the cinema after lunch. Context: Mr. Brad wants to see a film. After lunch, he goes to a cinema, buys a ticket and goes in. But after two or three minutes he comes out again and buys a second ticket and then walks in again. After a few minutes he comes out again and buys a third ticket. Two or three minutes after that, he comes out a third time and asks for another ticket. But the girl says to him, ""Why are you buying all these tickets? Are you meeting your friends in the cinema all the time?"" ""No, I'm not doing that."" Mr. Brad says, ""But a big woman always stops me at the gate of the cinema and she tears all my tickets."" The girl has a good laugh and says, ""One ticket is enough. She is on duty."" </s>"	himself </s>
"Question: According to James Holland,we know that _ . Context: No more batteries,no more chargers and no more wires.This is the future promised by ""wireless power"".a means of broadcasting electricity through the air to laptops,iPods and other gadgets without the need for cables and sockets . Wireless lighting,audio speakers and digital picture frames are expected to be among the first commercial products exhibited in Las Vegas this week at the International Consumer Electronics Show,the world's biggest gadgets tradeshow. Experts believe this is just the beginning and that eventually wireless electricity could do for battery life what WiFi did for,the Internet.In a world without wires,laptop users in cafes and airport terminals would be inside an ""electricity hotspot"" and no longer have to delve an awkwardly located socket. ""You'd be able to buy.a desk that charged any gadget placed on it, or power any PC you put on top,"" said James Holland,editor of gadgets website Eleetricpig.co.uk.""If each room had wireless power,you'd know that once you walked through the front door your nmbile would start charging up--even while still in your bag or pocket.You'd never need to hunt for the right charger again."" Among the companies showcasing the ambitions technology at CES is Power Beam.Its system turns electricity into an invisible laser, then beams it as heat,across the room to a solar cell that conveys it back into dectricity. David Graham,the co-founder of Power Beam,said:""We're going to delete the word 'recharge' from the English dictionary.If your,cell phone is recharging on your desk.all day,you won't be thinking about.it."" The Silicon Valley company can currently use a laser to generate about 1.5 watts of power to _ a solar.cell 10 meters away.This, sould be enough to power an electronic speaker or small LED lights,but not enough to operate a laptop,which requires about 30 to 50 watts.However,Graham said that the technology could comfortably be scaled up . Power Beam insists its laser does not lead to a risk to users' health because it is simply moving heat from one place to another.Graham said that,if someone walked through the beam,it would shut down within a thousandth of a second,then restart once the path is clear.The technology also promises because it would only power products when needed. </s>"	gadgets can be charged in a loom with wireless power </s>
"Question: The new research comes to the conclusion that high self-esteem _ . Context: Everyone has good days and bad days. Sometimes, you feel as if you're on top of the world. But occasionally you feel horrible, and you lose things and you cannot focus on your schoolwork. For more than 20 years, scientists have suggested that high self-esteem is the key to success. Now, new research shows that focusing just on building self-esteem may not be helpful. In some cases, having high self-esteem can bring bad results if it makes you less likeable or more upset when you fail at something. ""Forget about self-esteem,"" says Jennifer Crocker, a psychologist at the University of Michigan, US. ""It's not the important thing."" Feeling good Crocker's advice may sound a bit strange because it is good to feel good about yourself. Studies show that people with high self-esteem are less likely to be depressed, anxious, shy, or lonely than those with low self-esteem. But, after reviewing about 18,000 studies on self-esteem, Roy Baumeister, a psychologist at Florida State University, has found that building up your self-esteem will not necessarily make you a better person. He believes that violent and wicked people often have the highest self-esteem of all. He also said: ""There's no evidence that kids with high self-esteem do better in school."" Problems All types of people have problems. People with high self-esteem can have big egos that can make them less likeable to their peers , said Kathleen Vohs, a psychology professor at Columbia University. People with high self-esteem tend to think more of themselves, Vohs says. People with low self-esteem are more likely to rely on their friends when they need help. What to do Researchers say it is best to listen to and support other people. Find positive ways to contribute to society. If you fail at something try to learn from the experience. ""The best therapy is to recognize your faults,"" Vohs says. ""It's OK to say, 'I'm not so good at that,' and then move on."" </s>"	may not be the key to success </s>
Question: In Arabic countries you must be careful with your _ . Context: We know good manners are important. Today I am going to tell you something about manners in different countries. I think you already know that people in different countries usually have different ways of doing things. Something that is rude in one country may be quite polite in another. For example, in Britain you mustn't lift your bowl to your mouth when you are having liquid food. That is considered bad manners in Britain. But in Japan you needn't worry about making a noise when you drink something. It shows that you are enjoying it. In Britain we try not to put our hands on the table at all during a meal. In Mexico, however, guests are expected to keep their hands on the table _ a meal. In Arabic countries we must be careful with our hands. You see, in Arabic countries you mustn't eat with your left hand. This is considered to be very impolite. So, what should you do if you visit a foreign country? Well, you needn't worry. You can ask the native people there to help you and you can just watch carefully and try to do what they do. </s>	hands </s>
Question: Shenzhou X, China's fifth manned spacecraft was sent into space _ . Context: June 11,2013 was another big day for Chinese space exploration. Shenzhou X, China's fifth manned spacecraft, was sent into space. Three astronauts, Nie Haisheng, 49, Zhang Xiaoguang, 47, and Wang Yaping, 33, stayed in space for 15 days. Tiangong-1 is China's first space module . It was sent into space in 2011. It will be developed into a large space station around 2020. A space station is a lab for scientific studies.Shenzhou X performed its first docking with Tangong-1 on June 13. It docked twice during the 15 days. The US, Russia, Japan, Canada and Europe are working together on the International Space Station (ISS).China wanted to join the ISS but was refused by the US. China decided to build its own space station. Shenzhou X flew around the Tianggong-1 lab for the first time. This was to make sure that spacecraft could dock from more than just one direction. The astronauts carried out repair work and did experiments on the Tiangong-1. Teaching from space Wang Yaping, China's second woman astronaut, taught high school and primary school students about space science. Wang talked about how things move in a micro-gravity environment. This helped the students better understand some physics ideas, like Newton's Law. The lessons aimed to encourage more students to learn about the universe and science. Life up in space The three astronauts followed a work and rest schedule that is similar on the Earth. They had Chinese dishes, such as Kung Pao Chicken and fried rice. The food was kept in special bags. At the time of the Dragon Boat Festival, they had Zongzi. </s>	on June 11, 2013 </s>
Question: According to the passage, Rajput heritage_. Context: India has a very vast history and heritage. The country has witnessed some of the most important events in the past and every event has an effect of its own on the culture, religion, lifestyle, and economy of the country. This is one of the leading reasons why tourists prefer India to travel and explore. Historical tours in India provide everything that a traveler expects from his/her journey. These historical tours give an opportunity to study and explore Indian history. Historical tours of India generally consisted of four phases: ancient, medieval , modern India and contemporary India. Some of the historical travel packages are: Forts and Palaces The rich cultural past of India is reflected in the countless forts and palaces across the country. Most of the forts were constructed as a defense device to keep the enemy away and palaces were made on the names of the kings and queens. Some of the famous forts and palaces are: Agra Fort (Agra), Fatehpur Sikri (Agra), Hawa Mahal (Jaipur), Amber Fort (Jaipur), City Palace (Jaipur), Gwalior Fort (Gwalior), Mysore Palace (Mysore), Red Fort (Delhi), etc. India Heritage Tours The main purpose of India Heritage tours is to make Indians as well as tourists familiar with the rich Indian legacy . The heritage of the country is at least 5000 years. Some of the heritage tours are: medieval heritage, Rajput heritage, Golden Triangle, splendid Gujarat, etc. South India Historical Tours The Southern India is known for its diversity and there are many places, which attract tourists, not only from the country but also from all around the world. The famous tourists' destinations in South India include Goa, Cochin, Kerala, Munnar, Periyar, Kottayam and the list goes on and on. </s>	is one of the heritages in India </s>
"Question: Which of the following can best describe the children's feelings while making their first bread? Context: ""Mom, can I bake some bread?"" We were 15, my best friend, Hanna, and I, determined to try our hands at creating some beautiful bread. ""It's not worth the trouble,"" my mother said. ""It takes lots of time and makes a big mess. Our bakery bread is delicious without all that effort."" Begging was useless. Mom's ""no"" meant ""No!"" But several weeks later, opportunity knocked: My parents were going out for the evening. I immediately invited Hanna to be my partner in bread-baking crime. We studied the recipe. That was easy. ""Mix oil into flour then beat in four of the eggs, one at a time, with remaining sugar and salt."" We were not good at breaking eggs. I tried to learn from my mother. ""Gradually add eight cups of flour. When dough holds together, squeeze it."" We took turns working like that. ""Is the dough 'holding together'?"" we asked each other. I remembered my neighbor's instructions: ""If it's too sticky, add some flour; if too dry, add water."" We added water. Then more flour. Then more water. By then, the mass of our dough had grown very much. ""Place dough on floured surface and squeeze till smooth,"" the recipe instructed. We took turns burying our hands in the damp dough, pinching, squeezing, and feeling it leak between fingers. ""Clean and oil bowl, then return dough to bowl. Cover and let dough rise in warm place for 1 hour."" This was good news --- we'd have a break. On dirtied kitchen chairs, we dreamed about our beautiful bread. ""See?"" we would tell my mom. ""Isn't it worth the work?"" Hanna and I couldn't help glancing at the rising process every few minutes. But nothing was happening. ""Maybe something will happen in the hot oven,"" I said. Unfortunately, when we removed the loaves from the oven, they were like hard stones. Mom was right; it takes time and effort. It sometimes makes a mess. But still it feels good, somehow, to be part of that long, ongoing chain of bread bakers. Since that night, both Hanna and I have learned to do it right. </s>"	Curious; hopeful; disappointed. </s>
Question: The author's attitude toward the Peales is in general_. Context: The Peales were a famous family of American artists.Charles Willson Peale is best remembered for his portraits of leading figures of the American Revolution.He painted portraits of Franklin and Jefferson and over a dozen of George Washington.His life-size portrait of his sons Raphaelle and Titian was so realistic that George Washington reportedly once tipped his hat to the figures in the picture. Charles Willson Peale gave up painting in his middle age and devoted his life to the Peale seum,which he founded in Philadelphia.The world's first popular museum of art and natural science mainly covered paintings by Peale and his family as well as displays of animals in their natural settings Peale found the animals himself and found a method to make the exhibits more lifelike.The museum's most popular display was the skeleton of a huge,extinct elephant,which Peale unearthed on a New York farm in l801. Three of Peale's seventeen children were also famous artists.Raphaelle Peale often painted still lives of flowers,fruit,and cheese.His brother Rembrandt studied under his father and painted portraits of many noted people,including one of George Washington. Another brother,Rubens Peale,painted mostly landscapes and portraits. James Peale.the brother of Charles Willson Peale,specialized in miniatures .His daughter Sarah Miriam Peale was probably the first professional female portrait painter in America </s>	admiring </s>
Question: The best title of this passage is _ . Context: All students should have good study habits. When you have good study habits, you can learn things quickly. You also remember them easily . Do you like to study in the living-room? This is not a good place because it is usually too noisy. You should study in a quiet place, like your bedroom. A quiet place will help you only think about one thing, and you will learn better. Before you begin to study, do not forget to clean your desk. A good desk light is important, too .You'll feel tired easily if there is not much light . </s>	Good Study Habits </s>
"Question: It can be inferred from the passage that Yocum and Bell _ . Context: Most young architects--particularly those in big cities--can only dream about working in a building of their own. And making that dream come true often means finding a building no one else seems to want, which is exactly what happened to David Yocum and his partner, Brain Bell. Their building is a former automobile electrical--parts firm in Atlanta. From the outside, it looks too old, even something horrible, but open the door and you are in a wide, open courtyard, lined on three sides with rusting walls. In 2000, Yocum and Bell found this building in the city's West End. Built in 1947, the structure had been abandoned years earlier and the roof of the main building had fallen down. But the price was right, so Yocum bought it. He spent eight months of his off-hours on demolition , pulling rubbish out through the roof, because it was too dangerous to go inside the building, The demolition was hard work, but it gave him time to think about what he wanted to do, and ""to treasure what was there--the walls, the rust, the light,"" Yocum said. ""Every season, more paint falls off the walls and more rust develops. It's like an art installation in there--a slow-motion show."" Since the back building had been constructed without windows, an all-glass front was added to the building to give it a view of the courtyard, and skylights were installed in the roof. The back of the building is a working area and a living room for Yocum and his wife. A sort of buffer zone between the front and the back contains a bathroom, a kitchen and a mechanical room, and the walls that separate these zones have openings that allow views through to the front of the studio and the courtyard beyond. Yocum and Bell, who have just completed an art gallery for the city, feel that the experience from the decoration of their building, focusing on the inside rather than the outside, has influenced their work. It has also given these architects a chance to show how they can make more out of less. </s>"	got inspiration from decorating their old building </s>
